id,date,product_category,sales_volume,price,promotion,store_location,weekday,supplier_cost,replenishment_lead_time,stock_level,profit,promo_cost,promo_roi,profit_cluster,cluster_label,business_profit_label
193,2022-10-04,Personal Care,1752.0,9.68,1,Suburban,1,6.79,9.0,215.0,5063.28,11896.08,0.4256259204712813,2,Low Profit,High Profit
194,2022-10-05,Dairy,1997.0,4.62,0,Urban,2,2.88,4.0,179.0,3474.78,,,2,Low Profit,Non_promotion
195,2022-10-06,Dairy,441.0,1.99,1,Rural,3,2.19,6.0,263.0,-88.19999999999997,965.79,-0.09132420091324199,0,High Profit,Loss/No profit
196,2022-10-07,Dairy,126.0,8.19,0,Suburban,4,8.43,6.0,389.0,-30.240000000000027,,,0,High Profit,Non_promotion
197,2022-10-08,Snacks,1948.0,7.9,0,Urban,5,13.58,6.0,138.0,-11064.64,,,2,Low Profit,Non_promotion
198,2022-10-09,Personal Care,1410.0,19.91,1,Rural,6,5.49,2.0,384.0,20332.2,7740.900000000001,2.626593806921676,1,Medium Profit,High Profit
199,2022-10-10,Beverages,745.0,9.48,0,Suburban,0,11.13,7.0,301.0,-1229.2500000000002,,,0,High Profit,Non_promotion
200,2022-10-11,Household,830.0,7.34,0,Suburban,1,10.05,6.0,418.0,-2249.3000000000006,,,0,High Profit,Non_promotion
201,2022-10-12,Beverages,267.0,12.03,1,Rural,2,14.01,1.0,398.0,-528.6600000000001,3740.67,-0.14132762312633834,0,High Profit,Loss/No profit
202,2022-10-13,Personal Care,709.0,2.69,1,Rural,3,12.4,2.0,121.0,-6884.39,8791.6,-0.7830645161290323,0,High Profit,Loss/No profit
203,2022-10-14,Household,367.0,19.27,0,Urban,4,8.72,7.0,214.0,3871.8499999999995,,,0,High Profit,Non_promotion
204,2022-10-15,Personal Care,1872.0,13.06,1,Urban,5,10.03,1.0,98.0,5672.160000000002,18776.16,0.3020937188434697,2,Low Profit,High Profit
205,2022-10-16,Dairy,920.0,15.34,1,Suburban,6,13.53,1.0,101.0,1665.2000000000005,12447.599999999999,0.13377679231337775,0,High Profit,Low Profit
206,2022-10-17,Household,554.0,4.24,1,Rural,0,6.29,1.0,338.0,-1135.6999999999998,3484.66,-0.3259141494435612,0,High Profit,Loss/No profit
207,2022-10-18,Dairy,1005.0,8.78,1,Rural,1,5.24,8.0,327.0,3557.6999999999994,5266.2,0.6755725190839693,0,High Profit,High Profit
208,2022-10-19,Beverages,1808.0,9.03,0,Rural,2,0.66,4.0,163.0,15132.96,,,1,Medium Profit,Non_promotion
209,2022-10-20,Beverages,1524.0,16.61,0,Suburban,3,12.48,4.0,288.0,6294.119999999998,,,2,Low Profit,Non_promotion
210,2022-10-21,Household,1021.0,1.02,0,Rural,4,12.11,2.0,182.0,-11322.89,,,2,Low Profit,Non_promotion
211,2022-10-22,Household,1080.0,6.72,1,Rural,5,2.01,1.0,323.0,5086.8,2170.7999999999997,2.3432835820895526,1,Medium Profit,High Profit
212,2022-10-23,Personal Care,1599.0,19.64,1,Suburban,6,8.86,9.0,215.0,17237.22,14167.14,1.216704288939052,1,Medium Profit,High Profit
213,2022-10-24,Personal Care,801.0,10.02,1,Urban,0,7.23,7.0,423.0,2234.7899999999995,5791.2300000000005,0.3858921161825725,0,High Profit,High Profit
214,2022-10-25,Dairy,733.0,8.27,1,Urban,1,2.22,4.0,422.0,4434.65,1627.2600000000002,2.7252252252252247,0,High Profit,High Profit
215,2022-10-26,Household,1681.0,3.28,1,Suburban,2,14.72,6.0,342.0,-19230.640000000003,24744.32,-0.7771739130434784,2,Low Profit,Loss/No profit
216,2022-10-27,Beverages,1699.0,19.51,1,Rural,3,3.61,2.0,292.0,27014.100000000002,6133.389999999999,4.40443213296399,1,Medium Profit,High Profit
217,2022-10-28,Personal Care,229.0,1.38,1,Suburban,4,1.47,7.0,369.0,-20.610000000000017,336.63,-0.06122448979591842,0,High Profit,Loss/No profit
218,2022-10-29,Personal Care,1119.0,15.01,0,Urban,5,9.13,2.0,187.0,6579.719999999998,,,0,High Profit,Non_promotion
219,2022-10-30,Beverages,1945.0,15.6,0,Urban,6,11.21,8.0,128.0,8538.549999999997,,,1,Medium Profit,Non_promotion
220,2022-10-31,Personal Care,1486.0,5.63,1,Suburban,0,0.97,8.0,219.0,6924.76,1441.42,4.804123711340206,1,Medium Profit,High Profit
221,2022-11-01,Dairy,1828.0,13.76,1,Suburban,1,10.05,1.0,172.0,6781.879999999998,18371.4,0.36915422885572124,2,Low Profit,High Profit
222,2022-11-02,Household,918.0,2.77,1,Urban,2,8.22,8.0,225.0,-5003.100000000001,7545.960000000001,-0.6630170316301705,2,Low Profit,Loss/No profit
223,2022-11-03,Beverages,792.0,5.88,0,Suburban,3,2.0,2.0,349.0,3072.96,,,0,High Profit,Non_promotion
224,2022-11-04,Household,1415.0,15.97,0,Urban,4,3.0,6.0,131.0,18352.55,,,1,Medium Profit,Non_promotion
225,2022-11-05,Personal Care,1494.0,17.43,1,Suburban,5,8.74,1.0,136.0,12982.859999999999,13057.56,0.994279176201373,1,Medium Profit,High Profit
226,2022-01-02,Personal Care,1103.0,8.95,0,Urban,6,13.27,5.0,253.0,-4764.96,,,2,Low Profit,Non_promotion
227,2022-01-03,Dairy,455.0,4.87,0,Rural,0,13.3,9.0,245.0,-3835.65,,,0,High Profit,Non_promotion
228,2022-01-04,Personal Care,1107.0,16.97,1,Urban,1,10.06,5.0,265.0,7649.369999999998,11136.42,0.6868787276341947,1,Medium Profit,High Profit
229,2023-12-21,Snacks,136.0,17.38,1,Urban,3,2.03,8.0,78.0,2087.6,276.08,7.561576354679803,0,High Profit,High Profit
230,2023-12-22,Dairy,1088.0,9.74,0,Rural,4,8.99,9.0,430.0,816.0,,,2,Low Profit,Non_promotion
231,2023-12-23,Dairy,377.0,15.24,1,Suburban,5,8.39,4.0,163.0,2582.45,3163.03,0.8164481525625744,0,High Profit,High Profit
232,2023-12-24,Snacks,1319.0,6.52,1,Urban,6,3.89,3.0,458.0,3468.9699999999993,5130.91,0.6760925449871464,2,Low Profit,High Profit
233,2023-12-25,Household,1015.0,15.95,0,Rural,0,9.75,2.0,192.0,6292.999999999999,,,0,High Profit,Non_promotion
234,2023-12-26,Beverages,1987.0,3.13,0,Rural,1,12.39,5.0,439.0,-18399.620000000003,,,2,Low Profit,Non_promotion
235,2023-12-27,Beverages,583.0,7.76,1,Rural,2,1.1,3.0,169.0,3882.78,641.3000000000001,6.054545454545454,0,High Profit,High Profit
236,2023-12-28,Household,1365.0,19.58,1,Suburban,3,7.72,7.0,219.0,16188.9,10537.8,1.5362694300518136,1,Medium Profit,High Profit
237,2023-12-29,Snacks,1447.0,16.09,1,Suburban,4,10.5,6.0,206.0,8088.73,15193.5,0.5323809523809524,1,Medium Profit,High Profit
238,2023-12-30,Dairy,830.0,10.45,1,Rural,5,4.16,1.0,384.0,5220.699999999999,3452.8,1.5120192307692304,0,High Profit,High Profit
239,2023-12-31,Beverages,291.0,7.46,0,Rural,6,4.96,8.0,398.0,727.5,,,0,High Profit,Non_promotion
240,2024-01-01,Personal Care,1140.0,17.57,1,Suburban,0,9.4,2.0,309.0,9313.8,10716.0,0.8691489361702127,1,Medium Profit,High Profit
241,2024-01-02,Personal Care,623.0,11.35,0,Rural,1,13.52,5.0,131.0,-1351.9099999999999,,,0,High Profit,Non_promotion
242,2024-01-03,Household,1017.0,15.41,1,Rural,2,12.24,9.0,291.0,3223.89,12448.08,0.25898692810457513,0,High Profit,High Profit
243,2024-01-04,Snacks,500.0,15.33,0,Suburban,3,8.96,8.0,490.0,3184.9999999999995,,,0,High Profit,Non_promotion
244,2024-01-05,Beverages,985.0,1.34,0,Rural,4,11.09,2.0,482.0,-9603.75,,,2,Low Profit,Non_promotion
245,2024-01-06,Snacks,804.0,3.4,1,Rural,5,5.79,9.0,221.0,-1921.5600000000002,4655.16,-0.4127806563039724,0,High Profit,Loss/No profit
246,2024-01-07,Beverages,121.0,13.53,0,Rural,6,9.79,5.0,280.0,452.54,,,0,High Profit,Non_promotion
247,2024-01-08,Household,573.0,4.07,1,Suburban,0,7.26,6.0,257.0,-1827.8699999999997,4159.98,-0.43939393939393934,0,High Profit,Loss/No profit
248,2024-01-09,Household,1243.0,5.85,0,Rural,1,3.25,3.0,124.0,3231.7999999999997,,,2,Low Profit,Non_promotion
249,2024-01-10,Personal Care,309.0,18.99,1,Suburban,2,10.68,3.0,319.0,2567.7899999999995,3300.12,0.7780898876404493,0,High Profit,High Profit
250,2024-01-11,Snacks,405.0,11.64,0,Suburban,3,8.57,8.0,436.0,1243.3500000000001,,,0,High Profit,Non_promotion
251,2024-01-12,Personal Care,1393.0,15.26,1,Urban,4,5.7,2.0,163.0,13317.079999999998,7940.1,1.67719298245614,1,Medium Profit,High Profit
252,2024-01-13,Snacks,803.0,11.6,1,Urban,5,13.71,2.0,111.0,-1694.330000000001,11009.130000000001,-0.15390226112326777,0,High Profit,Loss/No profit
253,2024-01-14,Personal Care,786.0,11.5,0,Rural,6,0.8,5.0,411.0,8410.199999999999,,,0,High Profit,Non_promotion
254,2024-01-15,Dairy,384.0,2.79,0,Suburban,0,5.08,6.0,369.0,-879.36,,,0,High Profit,Non_promotion
255,2024-01-16,Dairy,815.0,7.53,0,Urban,1,1.32,2.0,151.0,5061.15,,,0,High Profit,Non_promotion
256,2024-01-17,Dairy,1799.0,6.37,0,Rural,2,11.61,5.0,478.0,-9426.759999999998,,,2,Low Profit,Non_promotion
257,2024-01-18,Dairy,862.0,8.42,1,Urban,3,10.68,7.0,411.0,-1948.12,9206.16,-0.21161048689138576,0,High Profit,Loss/No profit
258,2024-01-19,Beverages,1350.0,16.17,0,Urban,4,5.3,8.0,259.0,14674.500000000002,,,1,Medium Profit,Non_promotion
259,2024-01-20,Dairy,1047.0,8.07,1,Suburban,5,10.3,7.0,491.0,-2334.8100000000004,10784.1,-0.21650485436893208,2,Low Profit,Loss/No profit
260,2024-01-21,Household,480.0,9.58,0,Suburban,6,6.24,8.0,304.0,1603.1999999999998,,,0,High Profit,Non_promotion
261,2024-01-22,Household,559.0,8.55,1,Urban,0,11.47,9.0,69.0,-1632.28,6411.7300000000005,-0.25457715780296425,0,High Profit,Loss/No profit
262,2024-01-23,Beverages,1130.0,2.77,1,Urban,1,7.09,5.0,107.0,-4881.6,8011.7,-0.609308885754584,2,Low Profit,Loss/No profit
263,2024-01-24,Dairy,128.0,9.38,1,Suburban,2,6.48,5.0,161.0,371.20000000000005,829.44,0.4475308641975309,0,High Profit,Low Profit
264,2024-01-25,Dairy,1006.0,4.72,1,Rural,3,14.05,4.0,362.0,-9385.980000000001,14134.300000000001,-0.6640569395017794,2,Low Profit,Loss/No profit
265,2024-01-26,Dairy,1156.0,4.55,0,Suburban,4,4.14,9.0,245.0,473.96000000000015,,,2,Low Profit,Non_promotion
266,2024-01-27,Personal Care,1769.0,2.79,0,Urban,5,2.25,5.0,424.0,955.2600000000001,,,2,Low Profit,Non_promotion
267,2023-06-06,Beverages,1467.0,15.22,1,Suburban,1,10.61,1.0,74.0,6762.870000000002,15564.869999999999,0.4344957587181905,1,Medium Profit,High Profit
268,2024-01-28,Snacks,978.0,7.78,1,Rural,6,8.98,2.0,402.0,-1173.6000000000001,8782.44,-0.133630289532294,0,High Profit,Loss/No profit
269,2023-06-07,Household,1063.0,11.6,1,Rural,2,3.3,8.0,122.0,8822.900000000001,3507.8999999999996,2.515151515151516,1,Medium Profit,High Profit
270,2024-01-29,Personal Care,178.0,15.39,0,Urban,0,14.56,8.0,141.0,147.74,,,0,High Profit,Non_promotion
271,2023-06-08,Dairy,1263.0,4.43,1,Rural,3,9.8,3.0,422.0,-6782.310000000001,12377.400000000001,-0.5479591836734694,2,Low Profit,Loss/No profit
272,2024-01-30,Snacks,1046.0,6.25,0,Rural,1,5.98,7.0,101.0,282.41999999999956,,,0,High Profit,Non_promotion
273,2024-01-31,Dairy,558.0,6.93,1,Urban,2,1.4,8.0,342.0,3085.74,781.1999999999999,3.95,0,High Profit,High Profit
274,2024-02-01,Dairy,669.0,13.21,0,Rural,3,5.42,3.0,57.0,5211.51,,,0,High Profit,Non_promotion
275,2024-02-02,Personal Care,1661.0,4.72,0,Rural,4,7.84,4.0,349.0,-5182.320000000001,,,2,Low Profit,Non_promotion
276,2024-02-03,Personal Care,1605.0,18.04,0,Urban,5,2.85,5.0,147.0,24379.95,,,1,Medium Profit,Non_promotion
277,2024-02-04,Snacks,1553.0,10.88,1,Rural,6,10.04,6.0,285.0,1304.5200000000025,15592.119999999999,0.08366533864541849,2,Low Profit,Low Profit
278,2024-02-05,Household,837.0,9.5,0,Suburban,0,14.97,1.0,438.0,-4578.39,,,0,High Profit,Non_promotion
279,2024-02-06,Snacks,1408.0,11.6,1,Urban,1,7.05,4.0,423.0,6406.4,9926.4,0.6453900709219857,1,Medium Profit,High Profit
280,2024-02-07,Personal Care,615.0,4.15,0,Suburban,2,5.64,5.0,118.0,-916.3499999999996,,,0,High Profit,Non_promotion
281,2023-06-09,Personal Care,286.0,2.02,1,Urban,4,4.27,1.0,460.0,-643.4999999999999,1221.2199999999998,-0.5269320843091335,0,High Profit,Loss/No profit
282,2024-02-08,Personal Care,1222.0,12.66,0,Urban,3,6.31,7.0,464.0,7759.700000000001,,,1,Medium Profit,Non_promotion
283,2024-02-09,Beverages,496.0,7.9,0,Rural,4,2.17,5.0,94.0,2842.0800000000004,,,0,High Profit,Non_promotion
284,2024-02-10,Personal Care,1612.0,18.05,1,Rural,5,13.31,1.0,186.0,7640.88,21455.72,0.35612321562734783,1,Medium Profit,High Profit
285,2024-02-11,Beverages,138.0,4.21,1,Rural,6,6.51,7.0,283.0,-317.4,898.38,-0.3533026113671275,0,High Profit,Loss/No profit
286,2024-02-12,Household,1394.0,10.63,0,Urban,0,6.12,8.0,81.0,6286.9400000000005,,,2,Low Profit,Non_promotion
287,2024-02-13,Snacks,986.0,12.36,1,Suburban,1,10.07,7.0,338.0,2257.939999999999,9929.02,0.22740814299900686,0,High Profit,High Profit
288,2024-02-14,Snacks,896.0,1.63,0,Suburban,2,6.91,4.0,175.0,-4730.88,,,0,High Profit,Non_promotion
289,2024-02-15,Beverages,256.0,7.91,1,Urban,3,9.9,8.0,116.0,-509.44000000000005,2534.4,-0.20101010101010103,0,High Profit,Loss/No profit
290,2024-02-16,Snacks,1198.0,14.92,1,Urban,4,1.39,5.0,79.0,16208.939999999999,1665.2199999999998,9.733812949640289,1,Medium Profit,High Profit
291,2024-02-17,Personal Care,983.0,16.59,0,Suburban,5,12.3,9.0,163.0,4217.069999999999,,,0,High Profit,Non_promotion
292,2024-02-18,Dairy,1923.0,6.95,0,Suburban,6,14.14,5.0,253.0,-13826.37,,,2,Low Profit,Non_promotion
293,2024-02-19,Beverages,1253.0,16.17,0,Suburban,0,9.91,1.0,78.0,7843.780000000002,,,1,Medium Profit,Non_promotion
294,2024-02-20,Snacks,1810.0,19.39,0,Suburban,1,14.34,9.0,180.0,9140.500000000002,,,1,Medium Profit,Non_promotion
295,2024-02-21,Beverages,1073.0,17.28,1,Urban,2,2.7,5.0,234.0,15644.340000000002,2897.1000000000004,5.4,1,Medium Profit,High Profit
296,2024-02-22,Beverages,1207.0,3.24,1,Urban,3,7.42,6.0,302.0,-5045.259999999999,8955.94,-0.5633423180592991,2,Low Profit,Loss/No profit
297,2024-02-23,Dairy,1145.0,15.05,1,Rural,4,9.23,4.0,335.0,6663.900000000001,10568.35,0.6305525460455038,0,High Profit,High Profit
298,2024-02-24,Personal Care,1582.0,7.07,0,Suburban,5,8.94,6.0,442.0,-2958.339999999999,,,2,Low Profit,Non_promotion
299,2024-02-25,Beverages,1662.0,19.78,0,Rural,6,6.32,8.0,459.0,22370.52,,,1,Medium Profit,Non_promotion
300,2024-02-26,Snacks,1830.0,10.22,1,Urban,0,5.4,3.0,435.0,8820.6,9882.0,0.8925925925925926,1,Medium Profit,High Profit
301,2024-02-27,Household,948.0,3.33,0,Urban,1,2.34,5.0,111.0,938.5200000000002,,,0,High Profit,Non_promotion
302,2024-02-28,Beverages,1505.0,14.78,1,Rural,2,6.18,2.0,52.0,12943.0,9300.9,1.3915857605177995,1,Medium Profit,High Profit
303,2024-02-29,Beverages,847.0,7.14,1,Suburban,3,2.86,2.0,479.0,3625.1599999999994,2422.42,1.4965034965034962,0,High Profit,High Profit
304,2024-03-01,Dairy,1563.0,19.94,1,Suburban,4,11.15,7.0,117.0,13738.770000000002,17427.45,0.788340807174888,1,Medium Profit,High Profit
305,2023-06-10,Household,1928.0,7.08,1,Rural,5,13.35,7.0,178.0,-12088.56,25738.8,-0.4696629213483146,2,Low Profit,Loss/No profit
306,2024-03-02,Personal Care,1727.0,19.62,1,Suburban,5,3.53,6.0,74.0,27787.43,6096.3099999999995,4.5580736543909355,1,Medium Profit,High Profit
307,2023-06-11,Personal Care,160.0,15.31,0,Rural,6,13.49,3.0,136.0,291.20000000000005,,,0,High Profit,Non_promotion
308,2024-03-03,Household,1088.0,13.47,1,Suburban,6,1.35,4.0,228.0,13186.560000000001,1468.8000000000002,8.977777777777778,1,Medium Profit,High Profit
309,2023-06-12,Beverages,1038.0,6.12,0,Rural,0,4.81,8.0,379.0,1359.7800000000004,,,0,High Profit,Non_promotion
310,2024-03-04,Snacks,120.0,3.47,0,Rural,0,8.51,5.0,190.0,-604.8,,,0,High Profit,Non_promotion
311,2024-03-05,Household,402.0,14.05,0,Rural,1,9.13,1.0,280.0,1977.84,,,0,High Profit,Non_promotion
312,2024-03-06,Snacks,968.0,2.77,0,Urban,2,13.14,7.0,349.0,-10038.160000000002,,,2,Low Profit,Non_promotion
313,2024-03-07,Personal Care,183.0,1.56,1,Suburban,3,8.87,8.0,212.0,-1337.7299999999998,1623.2099999999998,-0.8241262683201803,0,High Profit,Loss/No profit
314,2024-03-08,Snacks,1897.0,16.64,1,Suburban,4,5.51,9.0,360.0,21113.61,10452.47,2.019963702359347,1,Medium Profit,High Profit
315,2024-03-09,Dairy,1782.0,4.99,1,Suburban,5,12.14,8.0,442.0,-12741.300000000001,21633.48,-0.5889621087314663,2,Low Profit,Loss/No profit
316,2024-03-10,Dairy,1576.0,8.2,1,Rural,6,8.33,5.0,179.0,-204.88000000000125,13128.08,-0.015606242496998895,2,Low Profit,Loss/No profit
317,2024-03-11,Dairy,1510.0,19.5,0,Suburban,0,1.65,3.0,494.0,26953.500000000004,,,1,Medium Profit,Non_promotion
318,2024-03-12,Dairy,1630.0,7.4,0,Rural,1,8.7,9.0,295.0,-2118.999999999998,,,2,Low Profit,Non_promotion
319,2024-03-13,Household,1380.0,6.63,1,Suburban,2,13.67,6.0,346.0,-9715.2,18864.6,-0.5149963423555232,2,Low Profit,Loss/No profit
320,2024-03-14,Personal Care,669.0,18.45,1,Suburban,3,6.25,5.0,221.0,8161.799999999999,4181.25,1.9519999999999997,0,High Profit,High Profit
321,2024-03-15,Snacks,1033.0,3.1,1,Urban,4,4.8,3.0,113.0,-1756.0999999999997,4958.4,-0.35416666666666663,2,Low Profit,Loss/No profit
322,2024-03-16,Snacks,1650.0,15.43,0,Suburban,5,2.58,6.0,80.0,21202.5,,,1,Medium Profit,Non_promotion
323,2024-03-17,Dairy,1285.0,19.77,0,Suburban,6,2.7,3.0,96.0,21934.95,,,1,Medium Profit,Non_promotion
324,2024-03-18,Dairy,1286.0,18.12,0,Urban,0,6.78,6.0,179.0,14583.24,,,1,Medium Profit,Non_promotion
325,2024-03-19,Beverages,1955.0,13.38,1,Rural,1,9.14,4.0,401.0,8289.2,17868.7,0.46389496717724293,1,Medium Profit,High Profit
326,2024-03-20,Personal Care,1108.0,6.97,1,Rural,2,1.67,2.0,382.0,5872.4,1850.36,3.1736526946107784,1,Medium Profit,High Profit
327,2024-03-21,Household,892.0,5.83,0,Suburban,3,14.12,8.0,159.0,-7394.679999999999,,,2,Low Profit,Non_promotion
328,2024-03-22,Snacks,891.0,16.57,1,Rural,4,11.45,4.0,118.0,4561.920000000001,10201.949999999999,0.44716157205240187,0,High Profit,High Profit
329,2024-03-23,Beverages,1647.0,17.72,0,Suburban,5,9.01,9.0,107.0,14345.369999999999,,,1,Medium Profit,Non_promotion
330,2024-03-24,Beverages,1909.0,10.98,1,Urban,6,12.51,7.0,155.0,-2920.7699999999986,23881.59,-0.12230215827338124,2,Low Profit,Loss/No profit
331,2024-03-25,Snacks,1394.0,5.64,0,Urban,0,1.66,2.0,349.0,5548.119999999999,,,2,Low Profit,Non_promotion
332,2024-03-26,Household,591.0,3.15,1,Suburban,1,7.41,4.0,379.0,-2517.66,4379.31,-0.5748987854251011,0,High Profit,Loss/No profit
333,2024-03-27,Beverages,307.0,2.66,0,Urban,2,9.64,5.0,305.0,-2142.86,,,0,High Profit,Non_promotion
334,2024-03-28,Beverages,1662.0,14.66,0,Urban,3,12.52,3.0,361.0,3556.6800000000007,,,2,Low Profit,Non_promotion
335,2024-03-29,Personal Care,1707.0,8.98,0,Suburban,4,11.86,9.0,220.0,-4916.159999999998,,,2,Low Profit,Non_promotion
336,2024-03-30,Household,1183.0,18.2,0,Suburban,5,4.52,5.0,432.0,16183.44,,,1,Medium Profit,Non_promotion
337,2024-03-31,Beverages,529.0,15.05,0,Urban,6,14.14,2.0,211.0,481.3900000000001,,,0,High Profit,Non_promotion
338,2024-04-01,Household,1084.0,4.63,0,Rural,0,2.3,3.0,335.0,2525.7200000000003,,,0,High Profit,Non_promotion
339,2024-04-02,Snacks,1780.0,12.66,1,Rural,1,13.19,9.0,120.0,-943.3999999999988,23478.2,-0.04018195602729335,2,Low Profit,Loss/No profit
340,2024-04-03,Dairy,1728.0,9.27,1,Suburban,2,14.58,7.0,304.0,-9175.68,25194.24,-0.36419753086419754,2,Low Profit,Loss/No profit
341,2024-04-04,Beverages,1432.0,11.97,1,Suburban,3,3.07,2.0,423.0,12744.800000000001,4396.24,2.899022801302932,1,Medium Profit,High Profit
342,2024-04-05,Personal Care,619.0,15.02,0,Rural,4,10.97,9.0,104.0,2506.9499999999994,,,0,High Profit,Non_promotion
343,2024-04-06,Snacks,690.0,16.32,0,Urban,5,1.08,4.0,372.0,10515.6,,,0,High Profit,Non_promotion
344,2024-04-07,Household,1150.0,17.03,1,Rural,6,6.38,9.0,446.0,12247.500000000002,7337.0,1.669278996865204,1,Medium Profit,High Profit
345,2024-04-08,Snacks,1809.0,5.83,0,Rural,0,7.99,2.0,52.0,-3907.44,,,2,Low Profit,Non_promotion
346,2024-04-09,Beverages,1685.0,1.59,0,Rural,1,8.92,4.0,75.0,-12351.05,,,2,Low Profit,Non_promotion
347,2024-04-10,Household,298.0,15.05,0,Rural,2,14.07,5.0,362.0,292.04000000000013,,,0,High Profit,Non_promotion
348,2024-04-11,Dairy,486.0,3.02,0,Suburban,3,10.25,2.0,175.0,-3513.78,,,0,High Profit,Non_promotion
349,2024-04-12,Snacks,448.0,6.98,0,Suburban,4,7.48,1.0,457.0,-224.0,,,0,High Profit,Non_promotion
350,2024-04-13,Beverages,1059.0,1.07,1,Urban,5,12.24,7.0,102.0,-11829.03,12962.16,-0.9125816993464053,2,Low Profit,Loss/No profit
351,2024-04-14,Personal Care,792.0,13.95,1,Urban,6,14.28,1.0,247.0,-261.36000000000007,11309.76,-0.023109243697478996,0,High Profit,Loss/No profit
352,2024-04-15,Household,1659.0,4.18,1,Urban,0,0.82,8.0,348.0,5574.24,1360.3799999999999,4.097560975609756,1,Medium Profit,High Profit
353,2024-04-16,Snacks,1951.0,13.45,1,Urban,1,14.75,3.0,237.0,-2536.3000000000015,28777.25,-0.08813559322033904,2,Low Profit,Loss/No profit
354,2024-04-17,Snacks,477.0,19.84,1,Rural,2,1.75,6.0,235.0,8628.93,834.75,10.337142857142858,1,Medium Profit,High Profit
355,2024-04-18,Dairy,998.0,2.38,0,Suburban,3,12.31,7.0,354.0,-9910.14,,,2,Low Profit,Non_promotion
356,2024-04-19,Dairy,1015.0,2.46,0,Suburban,4,4.56,1.0,347.0,-2131.4999999999995,,,2,Low Profit,Non_promotion
357,2024-04-20,Personal Care,1681.0,7.47,0,Urban,5,2.42,6.0,253.0,8489.05,,,1,Medium Profit,Non_promotion
358,2024-04-21,Personal Care,626.0,17.46,0,Urban,6,6.88,7.0,499.0,6623.080000000001,,,0,High Profit,Non_promotion
359,2024-04-22,Beverages,1276.0,5.1,1,Rural,0,9.84,6.0,60.0,-6048.240000000001,12555.84,-0.48170731707317077,2,Low Profit,Loss/No profit
360,2024-04-23,Beverages,833.0,7.85,1,Rural,1,6.02,4.0,408.0,1524.39,5014.66,0.3039867109634552,0,High Profit,Low Profit
361,2024-04-24,Personal Care,305.0,2.3,1,Urban,2,1.29,1.0,403.0,308.04999999999995,393.45,0.7829457364341085,0,High Profit,Low Profit
362,2024-04-25,Personal Care,554.0,15.5,0,Suburban,3,9.19,9.0,195.0,3495.7400000000002,,,0,High Profit,Non_promotion
363,2024-04-26,Household,1396.0,8.76,1,Suburban,4,13.58,4.0,134.0,-6728.72,18957.68,-0.3549337260677467,2,Low Profit,Loss/No profit
364,2024-04-27,Dairy,1359.0,15.43,0,Suburban,5,6.06,7.0,149.0,12733.830000000002,,,1,Medium Profit,Non_promotion
365,2024-04-28,Beverages,1975.0,18.17,1,Urban,6,3.64,7.0,153.0,28696.750000000004,7189.0,3.9917582417582422,1,Medium Profit,High Profit
366,2024-04-29,Dairy,1863.0,5.42,1,Suburban,0,6.92,2.0,485.0,-2794.5,12891.96,-0.21676300578034682,2,Low Profit,Loss/No profit
367,2024-04-30,Dairy,620.0,16.34,0,Rural,1,1.2,1.0,95.0,9386.800000000001,,,0,High Profit,Non_promotion
368,2024-05-01,Personal Care,1801.0,2.12,0,Rural,2,12.4,8.0,93.0,-18514.280000000002,,,2,Low Profit,Non_promotion
369,2024-05-02,Household,1116.0,18.08,1,Urban,3,12.48,8.0,327.0,6249.599999999998,13927.68,0.4487179487179485,0,High Profit,High Profit
370,2024-05-03,Snacks,1055.0,13.36,1,Rural,4,9.03,7.0,230.0,4568.15,9526.65,0.4795127353266888,0,High Profit,High Profit
371,2024-05-04,Household,1954.0,17.61,0,Urban,5,5.62,8.0,236.0,23428.459999999995,,,1,Medium Profit,Non_promotion
372,2022-01-05,Personal Care,1447.0,4.31,1,Rural,2,3.56,8.0,334.0,1085.2499999999993,5151.32,0.21067415730337066,2,Low Profit,Low Profit
373,2024-05-05,Household,825.0,1.0,1,Suburban,6,12.1,3.0,163.0,-9157.5,9982.5,-0.9173553719008265,2,Low Profit,Loss/No profit
374,2024-05-06,Dairy,1113.0,4.21,1,Suburban,0,8.54,2.0,304.0,-4819.289999999999,9505.019999999999,-0.5070257611241218,2,Low Profit,Loss/No profit
375,2024-05-07,Household,600.0,8.41,0,Suburban,1,12.48,7.0,430.0,-2442.0,,,0,High Profit,Non_promotion
376,2024-05-08,Beverages,216.0,8.21,1,Rural,2,9.66,8.0,429.0,-313.1999999999998,2086.56,-0.15010351966873697,0,High Profit,Loss/No profit
377,2024-05-09,Dairy,485.0,5.31,0,Urban,3,11.87,1.0,79.0,-3181.6,,,0,High Profit,Non_promotion
378,2024-05-10,Beverages,1467.0,8.25,1,Suburban,4,9.18,9.0,313.0,-1364.3099999999995,13467.06,-0.10130718954248362,2,Low Profit,Loss/No profit
379,2024-05-11,Snacks,683.0,3.45,0,Urban,5,6.51,4.0,147.0,-2089.9799999999996,,,0,High Profit,Non_promotion
380,2024-05-12,Dairy,494.0,8.84,1,Suburban,6,14.39,4.0,362.0,-2741.7000000000003,7108.66,-0.3856845031271717,0,High Profit,Loss/No profit
381,2024-05-13,Snacks,1187.0,16.24,0,Rural,0,8.35,3.0,416.0,9365.429999999998,,,1,Medium Profit,Non_promotion
